no;y;x1;x2
1;0;-0.560475647;0.238726027
2;3;-0.230177489;0.962358936
3;0;1.558708314;0.601365726
4;0;0.070508391;0.515029727
5;0;0.129287735;0.402573342
6;7;1.715064987;0.880246541
7;4;0.460916206;0.364091865
8;5;-1.265061235;0.288239281
9;2;-0.686852852;0.170645235
10;2;-0.44566197;0.172171746
11;6;1.224081797;0.482042606
12;1;0.359813827;0.252964929
13;0;0.400771451;0.21625479
14;3;0.110682716;0.674376388
15;2;-0.555841135;0.047663627
16;0;1.786913137;0.700853087
17;0;0.497850478;0.351888638
18;5;-1.966617157;0.408943998
19;1;0.701355902;0.820951324
20;0;-0.472791408;0.918857348
21;0;-1.067823706;0.28252833
22;14;-0.217974915;0.961104794
23;3;-1.026004448;0.728394428
24;2;-0.728891229;0.686375082
25;5;-0.625039268;0.052843943
26;0;-1.686693311;0.395220135
27;0;0.837787044;0.47784538
28;4;0.153373118;0.560253264
29;1;-1.138136937;0.698261595
30;0;1.253814921;0.915683538
31;0;0.426464221;0.618351227
32;4;-0.295071483;0.428421509
33;0;0.895125661;0.542080367
34;0;0.878133488;0.058478489
35;3;0.821581082;0.260856857
36;1;0.688640254;0.397151953
37;0;0.553917654;0.197744737
38;3;-0.061911711;0.831927563
39;0;-0.305962664;0.152887223
40;0;-0.380471001;0.803418542
41;4;-0.694706979;0.546826157
42;4;-0.207917278;0.662317642
43;2;-1.265396352;0.171698494
44;0;2.168955965;0.63305536
45;0;1.207961998;0.311869747
46;7;-1.123108583;0.724554346
47;0;-0.402884835;0.398939825
48;6;-0.466655354;0.969356411
49;4;0.779965118;0.967398371
50;0;-0.083369066;0.726702539
51;3;0.253318514;0.257216746
52;0;-0.028546755;0.221787935
53;6;-0.042870457;0.593045652
54;0;1.368602284;0.267521432
55;1;-0.225770986;0.531070399
56;0;1.516470604;0.785291671
57;0;-1.548752804;0.168060811
58;2;0.58461375;0.404399181
59;2;0.123854244;0.471576278
60;0;0.215941569;0.868106807
61;8;0.379639483;0.925707956
62;0;-0.502323453;0.881977559
63;0;-0.333207384;0.674186843
64;0;-1.018575383;0.950166979
65;1;-1.071791226;0.516444894
66;0;0.303528641;0.576519021
67;1;0.448209779;0.336331206
68;3;0.053004227;0.347324631
69;6;0.922267468;0.020024301
70;0;2.050084686;0.502813046
71;7;-0.491031166;0.871043414
72;6;-2.309168876;0.006300784
73;0;1.005738524;0.072057124
74;4;-0.709200763;0.164211225
75;4;-0.688008616;0.770334074
76;0;1.02557137;0.735184306
77;0;-0.284773007;0.971875636
78;1;-1.220717712;0.466472377
79;0;0.18130348;0.074384513
80;0;-0.138891362;0.648818124
81;1;0.005764186;0.75859317
82;0;0.385280401;0.137106081
83;6;-0.370660032;0.396584595
84;0;0.644376549;0.224985329
85;2;-0.220486562;0.057958561
86;0;0.331781964;0.395892688
87;2;1.096839013;0.0649283
88;0;0.435181491;0.225886433
89;2;-0.325931586;0.054629109
90;2;1.148807618;0.67028204
91;0;0.993503856;0.297741783
92;1;0.54839696;0.100721582
93;0;0.238731735;0.071904097
94;1;-0.627906076;0.880440569
95;6;1.360652449;0.754247402
96;3;-0.600259587;0.816605888
97;0;2.187332993;0.982140374
98;2;1.532610626;0.103599645
99;4;-0.235700359;0.099041829
100;0;-1.0264209;0.798831611
